"Date","Open","High","Low ","Close","Prev. Close","Change","% Change"
"01-Apr-2021","       20.6450","       20.6750","       19.7300","       19.9875","       20.6450","       -0.6600","  -3.18"
"05-Apr-2021","       19.9875","       23.3050","       19.9875","       21.2150","       19.9875","        1.2300","   6.14"
"06-Apr-2021","       21.2150","       22.2400","       19.8050","       20.8400","       21.2150","       -0.3800","  -1.77"
"07-Apr-2021","       20.8400","       21.2975","       19.4300","       20.2475","       20.8400","       -0.5900","  -2.84"
"08-Apr-2021","       20.2475","       20.5850","       19.1700","       20.3125","       20.2475","        0.0700","   0.32"
"09-Apr-2021","       20.3125","       20.9675","       19.6825","       19.7850","       20.3125","       -0.5300","  -2.60"
"12-Apr-2021","       19.7850","       23.3025","       19.7850","       22.9950","       19.7850","        3.2100","  16.22"
"13-Apr-2021","       22.9950","       22.9950","       20.2975","       20.4600","       22.9950","       -2.5400"," -11.02"
"15-Apr-2021","       20.4600","       21.5450","       18.2450","       20.8900","       20.4600","        0.4300","   2.10"
"16-Apr-2021","       20.8900","       21.0900","       19.4825","       20.4025","       20.8900","       -0.4900","  -2.33"
"19-Apr-2021","       20.4025","       23.1075","       19.8075","       22.4850","       20.4025","        2.0800","  10.21"
"20-Apr-2021","       22.4850","       22.7450","       21.2375","       22.4250","       22.4850","       -0.0600","  -0.27"
"22-Apr-2021","       22.4250","       23.6075","       22.4250","       23.0250","       22.4250","        0.6000","   2.68"
"23-Apr-2021","       23.0250","       23.0525","       20.2100","       22.6900","       23.0250","       -0.3400","  -1.45"
"26-Apr-2021","       22.6900","       23.5550","       22.6175","       23.4950","       22.6900","        0.8100","   3.55"
"27-Apr-2021","       23.4950","       23.6250","       22.3200","       23.0825","       23.4950","       -0.4100","  -1.76"
"28-Apr-2021","       23.0825","       23.1125","       20.9675","       22.5800","       23.0825","       -0.5000","  -2.18"
"29-Apr-2021","       22.5800","       23.4225","       22.1075","       23.3050","       22.5800","        0.7300","   3.21"
"30-Apr-2021","       23.3050","       23.7650","       22.5975","       23.0275","       23.3050","       -0.2800","  -1.19"
"03-May-2021","       23.0275","       24.5400","       21.8400","       23.6925","       23.0275","        0.6700","   2.89"
"04-May-2021","       23.6925","       23.6925","       22.1775","       23.0100","       23.6925","       -0.6800","  -2.88"
"05-May-2021","       23.0100","       23.1900","       21.1350","       21.9625","       23.0100","       -1.0500","  -4.55"
"06-May-2021","       21.9625","       22.6125","       20.1225","       22.0350","       21.9625","        0.0700","   0.33"
"07-May-2021","       22.0350","       22.0350","       20.3100","       20.8225","       22.0350","       -1.2100","  -5.50"
"10-May-2021","       20.8225","       21.1475","       20.1350","       20.2250","       20.8225","       -0.6000","  -2.87"
"11-May-2021","       20.2250","       21.1175","       19.7225","       19.8300","       20.2250","       -0.4000","  -1.95"
"12-May-2021","       19.8300","       20.9050","       18.3600","       20.0800","       19.8300","        0.2500","   1.26"
"14-May-2021","       20.0800","       21.1525","       18.2275","       20.2675","       20.0800","        0.1900","   0.93"
"17-May-2021","       20.2675","       20.4250","       18.3625","       19.6075","       20.2675","       -0.6600","  -3.26"
"18-May-2021","       19.6075","       19.6075","       18.3050","       19.2400","       19.6075","       -0.3700","  -1.87"
"19-May-2021","       19.2400","       19.5675","       17.2300","       19.3175","       19.2400","        0.0800","   0.40"
"20-May-2021","       19.3175","       19.8375","       18.0925","       19.6525","       19.3175","        0.3400","   1.73"
"21-May-2021","       19.6525","       19.6525","       17.1300","       19.0800","       19.6525","       -0.5700","  -2.91"
"24-May-2021","       19.0800","       19.8850","       18.7200","       19.1300","       19.0800","        0.0500","   0.26"
"25-May-2021","       19.1300","       21.0500","       17.6875","       18.8425","       19.1300","       -0.2900","  -1.50"
"26-May-2021","       18.8425","       21.3025","       17.2300","       20.8725","       18.8425","        2.0300","  10.77"
"27-May-2021","       20.8725","       21.3225","       18.3525","       19.9100","       20.8725","       -0.9600","  -4.61"
"28-May-2021","       19.9100","       19.9100","       17.3550","       17.4025","       19.9100","       -2.5100"," -12.59"
"31-May-2021","       17.4025","       17.9900","       16.4325","       16.8850","       17.4025","       -0.5200","  -2.97"
"01-Jun-2021","       16.8850","       17.9625","       15.3100","       17.3875","       16.8850","        0.5000","   2.98"
"02-Jun-2021","       17.3875","       17.6475","       15.1675","       17.2100","       17.3875","       -0.1800","  -1.02"
"03-Jun-2021","       17.2100","       17.2100","       14.1475","       15.7450","       17.2100","       -1.4700","  -8.51"
"04-Jun-2021","       15.7450","       16.3825","       14.9425","       15.9400","       15.7450","        0.2000","   1.24"
"07-Jun-2021","       15.9400","       15.9400","       14.7425","       15.5675","       15.9400","       -0.3700","  -2.34"
"08-Jun-2021","       15.5675","       15.6000","       13.5675","       15.2250","       15.5675","       -0.3400","  -2.20"
"09-Jun-2021","       15.2250","       15.7425","       11.9450","       14.7525","       15.2250","       -0.4700","  -3.10"
"10-Jun-2021","       14.7525","       15.2000","       14.1775","       15.0025","       14.7525","        0.2500","   1.69"
"11-Jun-2021","       15.0025","       15.0025","       13.9375","       14.1025","       15.0025","       -0.9000","  -6.00"
"14-Jun-2021","       14.1025","       15.3075","       13.7400","       14.7150","       14.1025","        0.6100","   4.34"
"15-Jun-2021","       14.7150","       15.1625","       13.2775","       14.6050","       14.7150","       -0.1100","  -0.75"
"16-Jun-2021","       14.6050","       15.3225","       13.6175","       14.8650","       14.6050","        0.2600","   1.78"
"17-Jun-2021","       14.8650","       16.0500","       14.5275","       15.2875","       14.8650","        0.4200","   2.84"
"18-Jun-2021","       15.2875","       16.6200","       10.6000","       14.7975","       15.2875","       -0.4900","  -3.21"
"21-Jun-2021","       14.7975","       16.4600","       14.3750","       15.0600","       14.7975","        0.2600","   1.77"
"22-Jun-2021","       15.0600","       15.1125","       14.4250","       14.7375","       15.0600","       -0.3200","  -2.14"
"23-Jun-2021","       14.7375","       15.5350","       13.6250","       15.3650","       14.7375","        0.6300","   4.26"
"24-Jun-2021","       15.3650","       15.6375","       14.9250","       15.0975","       15.3650","       -0.2700","  -1.74"
"25-Jun-2021","       15.0975","       15.2675","       13.2750","       13.3675","       15.0975","       -1.7300"," -11.46"
"28-Jun-2021","       13.3675","       13.7700","       13.1175","       13.4025","       13.3675","        0.0400","   0.26"
"29-Jun-2021","       13.4025","       13.4025","       12.9025","       13.0025","       13.4025","       -0.4000","  -2.98"
"30-Jun-2021","       13.0025","       13.1400","       12.6000","       13.0450","       13.0025","        0.0400","   0.33"
"01-Jul-2021","       13.0450","       13.2825","       12.3300","       12.8400","       13.0450","       -0.2100","  -1.57"
"02-Jul-2021","       12.8400","       13.0200","       12.0225","       12.0900","       12.8400","       -0.7500","  -5.84"
"05-Jul-2021","       12.0900","       12.6225","       11.9875","       12.0675","       12.0900","       -0.0200","  -0.19"
"06-Jul-2021","       12.0675","       12.3600","       11.2900","       12.2750","       12.0675","        0.2100","   1.72"
"07-Jul-2021","       12.2750","       12.5850","       11.1475","       12.2125","       12.2750","       -0.0600","  -0.51"
"08-Jul-2021","       12.2125","       14.0075","       12.0550","       13.5600","       12.2125","        1.3500","  11.03"
"09-Jul-2021","       13.5600","       14.0025","       12.1750","       12.9425","       13.5600","       -0.6200","  -4.55"
"12-Jul-2021","       12.9425","       13.6075","       11.8100","       12.9925","       12.9425","        0.0500","   0.39"
"13-Jul-2021","       12.9925","       12.9925","       10.6725","       12.6225","       12.9925","       -0.3700","  -2.85"
"14-Jul-2021","       12.6225","       12.9600","       10.4850","       12.5900","       12.6225","       -0.0300","  -0.26"
"15-Jul-2021","       12.5900","       12.9450","       11.0825","       12.2700","       12.5900","       -0.3200","  -2.54"
"16-Jul-2021","       12.2700","       12.3700","       11.6250","       11.7050","       12.2700","       -0.5700","  -4.60"
"19-Jul-2021","       11.7050","       13.1975","       11.7050","       12.6800","       11.7050","        0.9800","   8.33"
"20-Jul-2021","       12.6800","       14.0925","       11.7875","       13.2050","       12.6800","        0.5300","   4.14"
"22-Jul-2021","       13.2050","       13.2050","       11.7175","       11.8850","       13.2050","       -1.3200"," -10.00"
"23-Jul-2021","       11.8850","       12.1150","       11.5675","       11.7625","       11.8850","       -0.1200","  -1.03"
"26-Jul-2021","       11.7625","       12.5400","       10.3950","       12.4500","       11.7625","        0.6900","   5.84"
"27-Jul-2021","       12.4500","       13.5250","       12.1025","       13.2325","       12.4500","        0.7800","   6.29"
"28-Jul-2021","       13.2325","       15.9800","       11.3550","       13.6925","       13.2325","        0.4600","   3.48"
"29-Jul-2021","       13.6925","       13.6925","       12.4350","       12.9450","       13.6925","       -0.7500","  -5.46"
"30-Jul-2021","       12.9450","       13.3200","       12.1750","       12.8025","       12.9450","       -0.1400","  -1.10"
"02-Aug-2021","       12.8025","       13.0900","       11.5175","       12.8050","       12.8025","        0.0000","   0.02"
"03-Aug-2021","       12.8050","       13.9050","       11.9625","       13.7475","       12.8050","        0.9400","   7.36"
"04-Aug-2021","       13.7475","       14.0575","       12.6500","       13.2125","       13.7475","       -0.5400","  -3.89"
"05-Aug-2021","       13.2125","       13.4175","       11.2025","       12.8725","       13.2125","       -0.3400","  -2.57"
"06-Aug-2021","       12.8725","       13.1625","       11.6400","       12.6075","       12.8725","       -0.2700","  -2.06"
"09-Aug-2021","       12.6075","       13.1100","       12.0300","       12.6050","       12.6075","        0.0000","  -0.02"
"10-Aug-2021","       12.6050","       13.0675","        9.9825","       12.7050","       12.6050","        0.1000","   0.79"
"11-Aug-2021","       12.7050","       13.3275","       10.4725","       12.7125","       12.7050","        0.0100","   0.06"
"12-Aug-2021","       12.7125","       12.8175","       11.3625","       12.3725","       12.7125","       -0.3400","  -2.67"
"13-Aug-2021","       12.3725","       13.1625","       11.3950","       12.9900","       12.3725","        0.6200","   4.99"
"16-Aug-2021","       12.9900","       13.6575","       11.3750","       13.4575","       12.9900","        0.4700","   3.60"
"17-Aug-2021","       13.4575","       13.6100","       12.0275","       13.4125","       13.4575","       -0.0500","  -0.33"
"18-Aug-2021","       13.4125","       13.4125","       11.1200","       12.9050","       13.4125","       -0.5100","  -3.78"
"20-Aug-2021","       12.9050","       14.1400","       12.3475","       14.0150","       12.9050","        1.1100","   8.60"
"23-Aug-2021","       14.0150","       14.4400","       12.7250","       13.6850","       14.0150","       -0.3300","  -2.35"
"24-Aug-2021","       13.6850","       14.5075","       13.0975","       13.1875","       13.6850","       -0.5000","  -3.64"
"25-Aug-2021","       13.1875","       13.9725","       12.2650","       13.4975","       13.1875","        0.3100","   2.35"
"26-Aug-2021","       13.4975","       14.1950","       12.1125","       13.5375","       13.4975","        0.0400","   0.30"
"27-Aug-2021","       13.5375","       13.7600","       12.9400","       13.4050","       13.5375","       -0.1300","  -0.98"
"30-Aug-2021","       13.4050","       13.6850","       12.4025","       13.3175","       13.4050","       -0.0900","  -0.65"
"31-Aug-2021","       13.3175","       14.7650","       12.6350","       14.5200","       13.3175","        1.2000","   9.03"
"01-Sep-2021","       14.5200","       15.6300","       13.9000","       14.1850","       14.5200","       -0.3400","  -2.31"
"02-Sep-2021","       14.1850","       14.3850","       13.6100","       14.2400","       14.1850","        0.0600","   0.39"
"03-Sep-2021","       14.2400","       14.6450","       13.5800","       14.5425","       14.2400","        0.3000","   2.12"
"06-Sep-2021","       14.5425","       15.2800","       14.0550","       15.1050","       14.5425","        0.5600","   3.87"
"07-Sep-2021","       15.1050","       15.2300","       14.5850","       14.8950","       15.1050","       -0.2100","  -1.39"
"08-Sep-2021","       14.8950","       15.0625","       12.4850","       14.4100","       14.8950","       -0.4900","  -3.26"
"09-Sep-2021","       14.4100","       14.4100","       13.6375","       13.9425","       14.4100","       -0.4700","  -3.24"
"13-Sep-2021","       13.9425","       14.7775","       11.9175","       14.0250","       13.9425","        0.0800","   0.59"
"14-Sep-2021","       14.0250","       14.0250","       10.8725","       13.5750","       14.0250","       -0.4500","  -3.21"
"15-Sep-2021","       13.5750","       13.8750","       12.3700","       13.7300","       13.5750","        0.1600","   1.14"
"16-Sep-2021","       13.7300","       14.5250","        9.0250","       14.4125","       13.7300","        0.6800","   4.97"
"17-Sep-2021","       14.4125","       15.6500","       12.1375","       15.2325","       14.4125","        0.8200","   5.69"
"20-Sep-2021","       15.2325","       17.8075","       10.2275","       17.4925","       15.2325","        2.2600","  14.84"
"21-Sep-2021","       17.4925","       17.9975","       13.0025","       16.5200","       17.4925","       -0.9700","  -5.56"
"22-Sep-2021","       16.5200","       16.8600","       13.2775","       16.4925","       16.5200","       -0.0300","  -0.17"
"23-Sep-2021","       16.4925","       16.9375","       10.3125","       16.6025","       16.4925","        0.1100","   0.67"
"24-Sep-2021","       16.6025","       17.3300","       12.7725","       16.9225","       16.6025","        0.3200","   1.93"
"27-Sep-2021","       16.9225","       18.1375","       13.5150","       18.0525","       16.9225","        1.1300","   6.68"
"28-Sep-2021","       18.0525","       18.5700","       15.3725","       18.5350","       18.0525","        0.4800","   2.67"
"29-Sep-2021","       18.5350","       19.4350","       16.7575","       18.8375","       18.5350","        0.3000","   1.63"
"30-Sep-2021","       18.8375","       19.1375","       17.1500","       18.4025","       18.8375","       -0.4400","  -2.31"
"01-Oct-2021","       18.4025","       19.0750","       16.9975","       17.2100","       18.4025","       -1.1900","  -6.48"
"04-Oct-2021","       17.2100","       17.5300","       15.3175","       16.7350","       17.2100","       -0.4800","  -2.76"
"05-Oct-2021","       16.7350","       17.1325","       16.2950","       16.3975","       16.7350","       -0.3400","  -2.02"
"06-Oct-2021","       16.3975","       17.5900","       16.1075","       17.3325","       16.3975","        0.9400","   5.70"
"07-Oct-2021","       17.3325","       17.3325","       14.4525","       16.1550","       17.3325","       -1.1800","  -6.79"
"08-Oct-2021","       16.1550","       16.4025","       15.5325","       15.6525","       16.1550","       -0.5000","  -3.11"
"11-Oct-2021","       15.6525","       16.4100","       12.2300","       16.0850","       15.6525","        0.4300","   2.76"
"12-Oct-2021","       16.0850","       16.3975","       13.9375","       15.8475","       16.0850","       -0.2400","  -1.48"
"13-Oct-2021","       15.8475","       16.2200","       13.3800","       16.1000","       15.8475","        0.2500","   1.59"
"14-Oct-2021","       16.1000","       16.2850","       12.6125","       15.7675","       16.1000","       -0.3300","  -2.07"
"18-Oct-2021","       15.7675","       17.3150","       14.1550","       17.1850","       15.7675","        1.4200","   8.99"
"19-Oct-2021","       17.1850","       17.5425","       14.2350","       17.3825","       17.1850","        0.2000","   1.15"
"20-Oct-2021","       17.3825","       18.8650","       15.2325","       18.3125","       17.3825","        0.9300","   5.35"
"21-Oct-2021","       18.3125","       18.7950","       14.9075","       18.0350","       18.3125","       -0.2800","  -1.52"
"22-Oct-2021","       18.0350","       18.0350","       14.3550","       17.5450","       18.0350","       -0.4900","  -2.72"
"25-Oct-2021","       17.5450","       18.7575","       14.5075","       17.6100","       17.5450","        0.0700","   0.37"
"26-Oct-2021","       17.6100","       17.7250","       16.6450","       16.7525","       17.6100","       -0.8600","  -4.87"
"27-Oct-2021","       16.7525","       17.0325","       15.4025","       16.8275","       16.7525","        0.0800","   0.45"
"28-Oct-2021","       16.8275","       18.4325","       16.8125","       17.9125","       16.8275","        1.0900","   6.45"
"29-Oct-2021","       17.9125","       19.6400","       16.2825","       17.4250","       17.9125","       -0.4900","  -2.72"
"01-Nov-2021","       17.4250","       18.0950","       15.3825","       17.2350","       17.4250","       -0.1900","  -1.09"
"02-Nov-2021","       17.2350","       17.7875","       16.3600","       17.0625","       17.2350","       -0.1700","  -1.00"
"03-Nov-2021","       17.0625","       17.0625","       15.7000","       16.1250","       17.0625","       -0.9400","  -5.49"
"04-Nov-2021","       16.1250","       16.4125","       14.3050","       15.7475","       16.1250","       -0.3800","  -2.34"
"08-Nov-2021","       15.7475","       16.9250","       13.9900","       16.3400","       15.7475","        0.5900","   3.76"
"09-Nov-2021","       16.3400","       16.6150","       14.6425","       16.0025","       16.3400","       -0.3400","  -2.07"
"10-Nov-2021","       16.0025","       16.6850","       15.1400","       16.3050","       16.0025","        0.3000","   1.89"
"11-Nov-2021","       16.3050","       17.2850","       14.6450","       16.3525","       16.3050","        0.0500","   0.29"
"12-Nov-2021","       16.3525","       16.3525","       14.6450","       15.2175","       16.3525","       -1.1400","  -6.94"
